_id,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
1990,Dosing Default,17:55,17:56,Trough [03-07-075],11.28,11.28,11.84,11.84,13.31,1.47
1991,Dosing Default,17:56,17:56,Trough [03-07-076],9.4,7.05,7.09,7.09,6.39,-0.7
1992,Dosing Default,17:56,17:56,Trough [03-07-077],11.28,7.9,8.45,8.45,8.46,0.01
1993,Dosing Default,17:57,17:57,Trough [03-07-078],11.28,10.15,10.5,10.5,10.11,-0.39
1994,Dosing Default,17:57,17:57,Trough [03-07-079],11.28,9.59,9.9,9.9,9.79,-0.11
1995,Dosing Default,17:57,17:57,Trough [03-07-080],11.28,11.28,11.71,11.71,10.9,-0.81
1996,Dosing Default,17:57,17:58,Trough [03-07-081],11.28,11.28,12.61,12.61,11.84,-0.77
1997,Dosing Default,17:58,17:58,Trough [03-07-082],11.28,9.02,9.53,9.53,8.64,-0.89
1998,Dosing Default,17:58,17:59,Trough [03-07-083],11.28,9.02,9.79,9.79,9.11,-0.68
1999,Dosing Default,17:59,17:59,Trough [03-07-084],11.28,7.9,8.39,8.39,8.03,-0.36
2000,Dosing Default,17:59,18:00,Trough [03-07-085],11.28,8.46,9.1,9.1,8.79,-0.31
2001,Dosing Default,18:01,18:01,Trough [03-08-086],11.28,6.2,6.24,6.24,5.38,-0.86
2002,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
2003,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
2004,Dosing Default,18:01,18:02,Trough [03-08-087],11.28,6.77,7.47,7.47,7.18,-0.29
2005,Dosing Default,18:02,18:02,Trough [03-08-088],11.28,11.84,12.37,12.37,12.18,-0.19
2006,Dosing Default,18:02,18:02,Trough [03-08-089],11.28,10.72,11.48,11.48,11.13,-0.35
2007,Dosing Default,18:03,18:03,Trough [03-08-090],11.28,11.28,11.5,11.5,11.33,-0.17
2008,Dosing Default,18:03,18:03,Trough [03-08-091],11.28,9.59,10.05,10.05,9.66,-0.39
2009,Dosing Default,18:03,18:03,Trough [03-08-092],11.28,10.15,10.91,10.91,10.25,-0.66
2010,Dosing Default,18:03,18:04,Trough [03-08-093],11.28,11.28,12.13,12.13,11.99,-0.14
2011,Dosing Default,18:04,18:04,Trough [03-08-094],11.28,11.84,11.96,11.96,11.1,-0.86
2012,Dosing Default,18:04,18:05,Trough [03-08-095],11.28,9.59,9.91,9.91,10.06,0.15
2013,Dosing Default,18:05,18:05,Trough [03-08-096],11.28,10.72,14.48,14.48,13.33,-1.15
2014,Dosing Default,18:05,18:05,Trough [03-08-097],11.28,6.77,10.02,10.02,9.38,-0.64
2015,43950                                                                                                                     Status           Finished,"","","","","","","","",""
2016,Recipe,"","","","","","","","",""
2017,Density Dry matter,"","","","","","","","",""
2018,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
2019,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
2020,Loading WeightBased,18:10,18:12,Strobunker 1,52.96,43.46,45.78,44.42,45.31,0.89
2021,Mixing Continuous,18:11,18:12,"",0.0,0.0,0.0,0.0,0.0,0.0
2022,Loading WeightBased,18:13,18:15,Broksilo 4,535.48,439.42,462.88,449.15,447.2,-1.95
2023,Mixing Continuous,18:13,18:15,"",0.0,0.0,0.0,0.0,0.0,0.0
2024,Mixing OnTime,18:15,18:19,"",0.0,0.0,0.0,0.0,0.0,0.0
2025,Dosing Default,18:29,18:29,Trough [02-09-098],3.76,1.69,1.48,1.48,1.88,0.4
2026,Dosing Default,18:29,18:29,Trough [02-09-099],11.28,6.77,7.26,7.26,6.76,-0.5
2027,Dosing Default,18:29,18:29,Trough [02-09-100],11.28,7.9,7.98,7.98,7.52,-0.46
2028,Dosing Default,18:30,18:30,Trough [02-09-101],11.28,9.02,9.3,9.3,9.57,0.27
2029,Dosing Default,18:30,18:30,Trough [02-09-102],11.28,9.02,9.13,9.13,9.1,-0.03
2030,Dosing Default,18:30,18:31,Trough [02-09-103],11.28,9.02,8.89,8.89,8.66,-0.23
2031,Dosing Default,18:31,18:31,Trough [02-09-104],11.28,8.46,8.96,8.96,8.72,-0.24
2032,Dosing Default,18:31,18:31,Trough [02-09-105],11.28,9.59,10.03,10.03,9.6,-0.43
2033,Dosing Default,18:31,18:32,Trough [02-09-106],11.28,10.72,11.29,11.29,10.86,-0.43
2034,Dosing Default,18:32,18:32,Trough [02-09-107],11.28,7.9,8.37,8.37,7.72,-0.65
2035,Dosing Default,18:33,18:33,Trough [02-09-108],11.28,5.64,6.34,6.34,5.89,-0.45
2036,Dosing Default,18:33,18:33,Trough [02-09-109],11.28,9.02,10.24,10.24,10.07,-0.17
2037,Dosing Default,18:33,18:34,Trough [02-09-110],11.28,10.72,11.5,11.5,10.33,-1.17
2038,Dosing Default,18:35,18:35,Trough [02-01-111],11.28,9.02,9.7,9.7,9.63,-0.07
2039,Dosing Default,18:36,18:36,Trough [02-01-112],11.28,10.15,10.16,10.16,9.65,-0.51
2040,Dosing Default,18:36,18:36,Trough [02-01-113],11.28,10.72,10.86,10.86,10.69,-0.17
2041,Dosing Default,18:36,18:37,Trough [02-01-114],11.28,9.59,10.06,10.06,8.88,-1.18
2042,Dosing Default,18:37,18:37,Trough [02-01-115],11.28,10.72,10.92,10.92,11.64,0.72
2043,Dosing Default,18:37,18:37,Trough [02-01-116],11.28,9.59,9.52,9.52,9.13,-0.39
2044,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
2045,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
2046,Dosing Default,18:38,18:38,Trough [02-01-117],11.28,9.59,10.59,10.59,10.1,-0.49
2047,Dosing Default,18:38,18:38,Trough [02-01-118],11.28,9.59,10.26,10.26,9.34,-0.92
2048,Dosing Default,18:38,18:38,Trough [02-01-119],11.28,9.02,9.61,9.61,9.2,-0.41
2049,Dosing Default,18:39,18:39,Trough [02-01-120],11.28,10.72,11.42,11.42,10.96,-0.46
2050,Dosing Default,18:39,18:39,Trough [02-01-121],11.28,11.28,11.92,11.92,11.03,-0.89
2051,Dosing Default,18:39,18:40,Trough [02-01-122],11.28,7.9,8.44,8.44,7.68,-0.76
2052,Dosing Default,18:41,18:41,Trough [02-01-123],11.28,9.02,9.17,9.17,9.08,-0.09
2053,Dosing Default,18:42,18:42,Trough [02-01-124],11.28,7.33,7.76,7.76,7.79,0.03
2054,Dosing Default,18:42,18:42,Trough [02-01-125],11.28,10.15,11.05,11.05,10.52,-0.53
2055,Dosing Default,18:42,18:42,Trough [02-01-126],11.28,7.9,8.0,8.0,7.63,-0.37
2056,Dosing Default,18:43,18:43,Trough [02-01-127],9.4,7.99,8.03,8.03,7.82,-0.21
2057,Dosing Default,18:43,18:43,Trough [02-01-128],11.28,7.9,7.9,7.9,7.66,-0.24
2058,Dosing Default,18:43,18:44,Trough [02-01-129],11.28,10.72,12.88,12.88,12.71,-0.17
2059,Dosing Default,18:44,18:44,Trough [02-01-130],11.28,10.72,11.2,11.2,10.48,-0.72
2060,Dosing Default,18:44,18:44,Trough [02-01-131],11.28,6.77,7.61,7.61,7.3,-0.31
2061,Dosing Default,18:44,18:45,Trough [02-01-132],11.28,7.9,8.13,8.13,7.61,-0.52
2062,Dosing Default,18:45,18:45,Trough [02-01-133],11.28,10.15,10.67,10.67,10.33,-0.34
2063,Dosing Default,18:45,18:46,Trough [02-01-134],11.28,11.84,12.91,12.91,10.84,-2.07
2064,Dosing Default,18:47,18:47,Trough [02-01-135],11.28,8.46,8.25,8.25,9.1,0.85
2065,Dosing Default,18:47,18:48,Trough [02-01-136],11.28,7.9,8.58,8.58,7.98,-0.6
2066,Dosing Default,18:48,18:48,Trough [02-01-137],11.28,10.72,10.98,10.98,10.79,-0.19
2067,Dosing Default,18:48,18:48,Trough [02-01-138],11.28,9.02,9.67,9.67,9.17,-0.5
2068,Dosing Default,18:49,18:49,Trough [02-01-139],11.28,9.02,9.39,9.39,8.93,-0.46
2069,Dosing Default,18:49,18:49,Trough [02-01-140],11.28,11.28,11.62,11.62,11.28,-0.34
2070,Dosing Default,18:49,18:50,Trough [02-01-141],11.28,9.59,10.36,10.36,9.51,-0.85
2071,Dosing Default,18:50,18:50,Trough [02-01-142],11.28,7.9,8.59,8.59,7.71,-0.88
2072,Dosing Default,18:50,18:51,Trough [02-01-143],11.28,9.02,9.7,9.7,9.6,-0.1
2073,Dosing Default,18:51,18:51,Trough [02-01-144],11.28,10.15,10.54,10.54,9.77,-0.77
2074,Dosing Default,18:51,18:51,Trough [02-01-145],11.28,9.02,9.93,9.93,9.69,-0.24
2075,Dosing Default,18:51,18:52,Trough [02-01-146],11.28,7.9,8.19,8.19,7.78,-0.41
2076,Dosing Default,18:53,18:54,Trough [02-01-147],11.28,10.72,11.44,11.44,11.02,-0.42
2077,Dosing Default,18:54,18:54,Trough [02-01-148],11.28,11.84,12.23,12.23,11.48,-0.75
2078,Dosing Default,18:54,18:54,Trough [02-01-149],11.28,10.15,10.66,10.66,10.13,-0.53
2079,Dosing Default,18:54,18:55,Trough [02-01-150],11.28,8.46,8.96,8.96,9.06,0.1
2080,43951                                                                                                                     Status           Finished,"","","","","","","","",""
2081,Recipe,"","","","","","","","",""
2082,Density Dry matter,"","","","","","","","",""
2083,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
2084,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
2085,Loading WeightBased,19:04,19:06,Strobunker 1,51.44,44.07,46.05,44.21,43.78,-0.43
2086,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
2087,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
2088,Mixing Continuous,19:05,19:06,"",0.0,0.0,0.0,0.0,0.0,0.0
2089,Loading WeightBased,19:07,19:09,Broksilo 4,520.08,445.58,465.6,447.02,448.45,1.43
2090,Mixing Continuous,19:07,19:09,"",0.0,0.0,0.0,0.0,0.0,0.0
2091,Mixing OnTime,19:09,19:13,"",0.0,0.0,0.0,0.0,0.0,0.0
2092,Dosing Default,19:17,19:17,Trough [02-01-151],11.28,8.46,8.34,8.34,7.78,-0.56
2093,Dosing Default,19:17,19:17,Trough [02-01-152],11.28,7.9,7.79,7.79,7.76,-0.03
2094,Dosing Default,19:18,19:18,Trough [02-01-153],11.28,11.28,12.17,12.17,10.84,-1.33
2095,Dosing Default,19:18,19:18,Trough [02-01-154],9.4,8.93,9.01,9.01,8.82,-0.19
2096,Dosing Default,19:19,19:19,Trough [02-01-155],11.28,6.77,7.55,7.55,7.29,-0.26
2097,Dosing Default,19:19,19:19,Trough [02-01-156],11.28,6.77,6.65,6.65,5.61,-1.04
2098,Dosing Default,19:19,19:20,Trough [02-01-157],11.28,8.46,9.08,9.08,6.9,-2.18
2099,Dosing Default,19:20,19:20,Trough [02-01-158],11.28,9.02,9.56,9.56,9.42,-0.14
2100,Dosing Default,19:21,19:22,Trough [02-01-159],11.28,10.15,10.22,10.22,9.68,-0.54
2101,Dosing Default,19:22,19:22,Trough [02-01-160],11.28,9.02,9.03,9.03,8.74,-0.29
2102,Dosing Default,19:54,19:54,Trough [02-01-161],11.28,8.46,8.62,8.62,8.76,0.14
2103,Dosing Default,19:54,19:55,Trough [02-01-162],11.28,9.59,10.22,10.22,9.84,-0.38
2104,Dosing Default,19:55,19:55,Trough [02-01-163],11.28,11.28,11.46,11.46,11.39,-0.07
2105,Dosing Default,19:55,19:55,Trough [02-01-164],11.28,9.02,9.51,9.51,10.42,0.91
2106,Dosing Default,19:56,19:56,Trough [02-01-165],11.28,11.84,12.41,12.41,11.07,-1.34
2107,Dosing Default,19:56,19:56,Trough [02-01-166],11.28,9.02,9.93,9.93,9.3,-0.63
2108,Dosing Default,19:56,19:57,Trough [02-01-167],11.28,9.02,9.41,9.41,8.81,-0.6
2109,Dosing Default,19:57,19:57,Trough [02-01-168],11.28,9.59,9.94,9.94,9.45,-0.49
2110,Dosing Default,19:57,19:57,Trough [02-01-169],11.28,10.15,10.9,10.9,10.82,-0.08
2111,Dosing Default,19:57,19:58,Trough [02-01-170],11.28,7.9,8.57,8.57,8.54,-0.03
2112,Dosing Default,20:00,20:00,Trough [02-01-171],9.4,7.52,6.83,6.83,7.06,0.23
2113,Dosing Default,20:00,20:00,Trough [02-01-172],11.28,10.72,11.19,11.19,10.59,-0.6
2114,Dosing Default,20:00,20:01,Trough [02-01-173],11.28,11.28,11.76,11.76,5.56,-6.2
2115,Dosing Default,20:01,20:01,Trough [02-01-174],11.28,8.46,8.59,8.59,8.44,-0.15
2116,Dosing Default,20:01,20:01,Trough [02-01-175],11.28,9.02,9.86,9.86,9.96,0.1
2117,Dosing Default,20:01,20:02,Trough [02-01-176],11.28,10.15,10.4,10.4,10.3,-0.1
2118,Dosing Default,20:02,20:02,Trough [02-01-177],11.28,9.59,10.22,10.22,9.46,-0.76
2119,Dosing Default,20:02,20:02,Trough [02-01-178],11.28,9.02,9.72,9.72,9.73,0.01
2120,Dosing Default,20:03,20:03,Trough [02-01-179],11.28,10.72,11.1,11.1,10.73,-0.37
2121,Dosing Default,20:03,20:03,Trough [02-01-180],11.28,10.72,11.25,11.25,10.92,-0.33
2122,Dosing Default,20:03,20:04,Trough [02-01-181],11.28,7.33,7.76,7.76,7.51,-0.25
2123,Dosing Default,20:04,20:04,Trough [02-01-182],11.28,10.15,10.9,10.9,10.01,-0.89
2124,Dosing Default,20:06,20:06,Trough [02-01-183],11.28,9.02,9.3,9.3,9.0,-0.3
2125,Dosing Default,20:06,20:06,Trough [02-01-184],11.28,10.72,11.39,11.39,10.97,-0.42
2126,Dosing Default,20:07,20:07,Trough [02-01-185],11.28,10.72,10.89,10.89,10.86,-0.03
2127,Dosing Default,20:07,20:07,Trough [02-01-186],11.28,9.59,10.2,10.2,10.15,-0.05
2128,Dosing Default,20:07,20:08,Trough [02-01-187],11.28,11.84,12.21,12.21,12.0,-0.21
2129,Dosing Default,20:08,20:08,Trough [02-01-188],11.28,11.28,11.8,11.8,11.13,-0.67
2130,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
2131,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
2132,Dosing Default,20:08,20:08,Trough [02-01-189],11.28,12.41,13.48,13.48,12.96,-0.52
2133,Dosing Default,20:08,20:09,Trough [02-01-190],11.28,9.02,9.4,9.4,10.07,0.67
2134,Dosing Default,20:09,20:09,Trough [02-01-191],11.28,9.59,10.64,10.64,9.7,-0.94
2135,Dosing Default,20:09,20:10,Trough [02-01-192],11.28,9.02,9.94,9.94,10.04,0.1
2136,Dosing Default,20:10,20:10,Trough [02-01-193],11.28,9.02,9.1,9.1,8.2,-0.9
2137,Dosing Default,20:10,20:10,Trough [02-01-194],11.28,9.59,10.04,10.04,10.25,0.21
2138,Dosing Default,20:12,20:12,Trough [01-01-195],11.28,10.15,10.34,10.34,9.93,-0.41
2139,Dosing Default,20:12,20:13,Trough [01-01-196],11.28,9.02,9.65,9.65,9.59,-0.06
2140,Dosing Default,20:13,20:13,Trough [01-01-197],11.28,10.15,10.41,10.41,10.05,-0.36
2141,Dosing Default,20:13,20:14,Trough [01-01-198],11.28,9.02,9.51,9.51,9.13,-0.38
2142,Dosing Default,20:14,20:14,Trough [01-01-199],11.28,10.15,10.78,10.78,10.52,-0.26
2143,Dosing Default,20:14,20:14,Trough [01-01-200],11.28,12.41,13.01,13.01,12.56,-0.45
2144,Dosing Default,20:14,20:15,Trough [01-01-201],11.28,9.59,9.59,9.59,9.49,-0.1
2145,43952                                                                                                                     Status           Finished,"","","","","","","","",""
2146,Recipe,"","","","","","","","",""
2147,Density Dry matter,"","","","","","","","",""
2148,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
2149,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
2150,Loading WeightBased,20:23,20:25,Strobunker 1,54.14,43.71,45.45,43.18,42.78,-0.4
2151,Mixing Continuous,20:23,20:25,"",0.0,0.0,0.0,0.0,0.0,0.0
2152,Loading WeightBased,20:26,20:28,Broksilo 4,547.46,441.98,459.53,436.64,435.02,-1.62
2153,Mixing Continuous,20:26,20:28,"",0.0,0.0,0.0,0.0,0.0,0.0
2154,Mixing OnTime,20:28,20:32,"",0.0,0.0,0.0,0.0,0.0,0.0
2155,Dosing Default,20:34,20:35,Trough [01-01-202],11.28,7.9,8.13,8.13,7.24,-0.89
2156,Dosing Default,20:35,20:35,Trough [01-01-203],11.28,7.9,8.15,8.15,7.72,-0.43
2157,Dosing Default,20:35,20:36,Trough [01-01-204],11.28,10.72,11.62,11.62,11.14,-0.48
2158,Dosing Default,20:36,20:36,Trough [01-01-205],11.28,10.15,10.72,10.72,9.56,-1.16
2159,Dosing Default,20:36,20:37,Trough [01-01-206],11.28,8.46,9.09,9.09,8.55,-0.54
2160,Dosing Default,20:38,20:39,Trough [01-01-207],11.28,10.72,11.0,11.0,11.05,0.05
2161,Dosing Default,20:39,20:39,Trough [01-01-208],11.28,7.9,7.84,7.84,7.9,0.06
2162,Dosing Default,20:39,20:40,Trough [01-01-209],9.4,7.99,8.99,8.99,8.61,-0.38
2163,Dosing Default,20:40,20:40,Trough [01-01-210],11.28,10.15,10.58,10.58,11.66,1.08
2164,Dosing Default,20:40,20:40,Trough [01-01-211],11.28,9.59,10.19,10.19,9.73,-0.46
2165,Dosing Default,20:40,20:41,Trough [01-01-212],11.28,7.9,8.06,8.06,8.08,0.02
2166,Dosing Default,20:41,20:41,Trough [01-01-213],11.28,10.72,9.24,9.24,9.98,0.74
2167,Dosing Default,20:41,20:41,Trough [01-01-214],11.28,12.41,13.07,13.07,12.3,-0.77
2168,Dosing Default,20:42,20:42,Trough [01-01-215],11.28,10.72,11.42,11.42,10.27,-1.15
2169,Dosing Default,20:42,20:42,Trough [01-01-216],11.28,9.59,8.81,8.81,8.18,-0.63
2170,Dosing Default,20:42,20:43,Trough [01-01-217],11.28,7.33,6.94,6.94,7.09,0.15
2171,Dosing Default,20:43,20:43,Trough [01-01-218],11.28,9.02,9.91,9.91,9.56,-0.35
2172,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
2173,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
2174,Dosing Default,20:45,20:45,Trough [01-01-219],11.28,7.9,8.05,8.05,7.59,-0.46
2175,Dosing Default,20:45,20:45,Trough [01-01-220],11.28,5.64,5.81,5.81,5.6,-0.21
2176,Dosing Default,20:46,20:46,Trough [01-01-221],11.28,8.46,7.71,7.71,7.95,0.24
2177,Dosing Default,20:46,20:46,Trough [01-01-222],11.28,9.02,9.35,9.35,9.02,-0.33
2178,Dosing Default,20:46,20:47,Trough [01-01-223],11.28,10.72,10.83,10.83,10.47,-0.36
2179,Dosing Default,20:47,20:47,Trough [01-01-224],11.28,9.59,10.0,10.0,9.92,-0.08
2180,Dosing Default,20:47,20:47,Trough [01-01-225],11.28,7.9,7.81,7.81,6.88,-0.93
2181,Dosing Default,20:47,20:47,Trough [01-01-226],9.4,6.58,7.29,7.29,6.5,-0.79
2182,Dosing Default,20:48,20:48,Trough [01-01-227],11.28,6.77,6.73,6.73,6.24,-0.49
2183,Dosing Default,20:48,20:48,Trough [01-01-228],11.28,9.59,10.22,10.22,9.51,-0.71
2184,Dosing Default,20:48,20:49,Trough [01-01-229],11.28,7.9,9.02,9.02,8.68,-0.34
2185,Dosing Default,20:49,20:49,Trough [01-01-230],11.28,7.9,8.28,8.28,7.95,-0.33
2186,Dosing Default,20:51,20:51,Trough [01-02-231],11.28,10.15,10.97,10.97,10.45,-0.52
2187,Dosing Default,20:51,20:51,Trough [01-02-232],11.28,10.72,10.3,10.3,9.85,-0.45
2188,Dosing Default,20:52,20:52,Trough [01-02-233],11.28,7.9,8.38,8.38,8.07,-0.31
2189,Dosing Default,20:52,20:52,Trough [01-02-234],11.28,8.46,8.65,8.65,8.28,-0.37
2190,Dosing Default,20:52,20:53,Trough [01-02-235],11.28,11.28,11.88,11.88,11.84,-0.04
2191,Dosing Default,20:53,20:53,Trough [01-02-236],11.28,9.59,10.09,10.09,9.85,-0.24
2192,Dosing Default,20:53,20:53,Trough [01-02-237],11.28,9.59,10.37,10.37,9.62,-0.75
2193,Dosing Default,20:53,20:54,Trough [01-02-238],11.28,9.59,9.81,9.81,9.69,-0.12
2194,Dosing Default,20:54,20:54,Trough [01-02-239],11.28,9.59,10.16,10.16,9.21,-0.95
2195,Dosing Default,20:54,20:54,Trough [01-02-240],11.28,10.72,12.04,12.04,11.95,-0.09
2196,Dosing Default,20:55,20:55,Trough [01-02-241],9.4,7.05,7.95,7.95,7.05,-0.9
2197,Dosing Default,20:55,20:55,Trough [01-02-242],11.28,9.59,9.95,9.95,9.65,-0.3
2198,Dosing Default,20:57,20:57,Trough [01-02-243],11.28,6.77,6.97,6.97,7.01,0.04
2199,Dosing Default,20:57,20:57,Trough [01-02-244],11.28,10.15,10.39,10.39,9.82,-0.57
2200,Dosing Default,20:58,20:58,Trough [01-02-245],11.28,9.02,9.41,9.41,9.47,0.06
2201,Dosing Default,20:58,20:58,Trough [01-02-246],11.28,7.9,8.14,8.14,7.91,-0.23
2202,Dosing Default,20:59,20:59,Trough [01-02-247],11.28,10.15,10.92,10.92,10.43,-0.49
2203,Dosing Default,20:59,20:59,Trough [01-02-248],11.28,6.77,6.89,6.89,6.16,-0.73
2204,Dosing Default,20:59,20:59,Trough [01-02-249],9.4,8.93,8.95,8.95,8.52,-0.43
2205,Dosing Default,21:00,21:00,Trough [01-02-250],11.28,9.59,10.06,10.06,9.56,-0.5
2206,Dosing Default,21:00,21:00,Trough [01-02-251],11.28,8.46,8.8,8.8,8.11,-0.69
2207,Dosing Default,21:00,21:01,Trough [01-02-252],11.28,11.28,11.58,11.58,10.92,-0.66
2208,Dosing Default,21:01,21:01,Trough [01-02-253],11.28,9.59,10.87,10.87,9.38,-1.49
2209,Dosing Default,21:01,21:01,Trough [01-02-254],11.28,7.9,8.33,8.33,8.0,-0.33
2210,Dosing Default,21:03,21:03,Trough [01-02-255],11.28,7.9,8.25,8.25,8.03,-0.22
2211,43953                                                                                                                     Status           Finished,"","","","","","","","",""
2212,Recipe,"","","","","","","","",""
2213,Density Dry matter,"","","","","","","","",""
2214,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
2215,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
2216,Loading WeightBased,21:10,21:12,Strobunker 1,46.87,43.07,45.26,43.48,43.43,-0.05
2217,Mixing Continuous,21:10,21:12,"",0.0,0.0,0.0,0.0,0.0,0.0
2218,Loading WeightBased,21:13,21:14,Broksilo 4,473.89,435.48,457.63,439.59,438.89,-0.7
2219,Mixing Continuous,21:13,21:14,"",0.0,0.0,0.0,0.0,0.0,0.0
2220,Mixing OnTime,21:14,21:18,"",0.0,0.0,0.0,0.0,0.0,0.0
2221,Dosing Default,21:19,21:19,Trough [01-02-256],11.28,9.02,9.15,9.15,9.14,-0.01
2222,Dosing Default,21:20,21:20,Trough [01-02-257],11.28,9.02,9.99,9.99,9.81,-0.18
2223,Dosing Default,21:20,21:20,Trough [01-02-258],9.4,8.93,9.01,9.01,8.78,-0.23
2224,Dosing Default,21:20,21:21,Trough [01-02-259],11.28,9.59,9.42,9.42,9.12,-0.3
2225,Dosing Default,21:21,21:21,Trough [01-02-260],11.28,9.02,9.33,9.33,9.16,-0.17
2226,Dosing Default,21:21,21:21,Trough [01-02-261],11.28,12.41,12.55,12.55,12.01,-0.54
2227,Dosing Default,21:22,21:22,Trough [01-02-262],11.28,11.84,12.52,12.52,12.15,-0.37
2228,Dosing Default,21:22,21:22,Trough [01-02-263],11.28,11.28,11.84,11.84,11.39,-0.45
2229,Dosing Default,21:22,21:23,Trough [01-02-264],11.28,10.15,10.49,10.49,9.67,-0.82
2230,Dosing Default,21:23,21:23,Trough [01-02-265],9.4,7.05,8.86,8.86,8.35,-0.51
2231,Dosing Default,21:23,21:23,Trough [01-02-266],11.28,9.02,10.15,10.15,9.48,-0.67
2232,Dosing Default,21:25,21:25,Trough [01-02-267],11.28,11.84,11.63,11.63,11.9,0.27
2233,Dosing Default,21:25,21:26,Trough [01-02-268],11.28,9.59,10.31,10.31,9.88,-0.43
2234,Dosing Default,21:26,21:26,Trough [01-02-269],11.28,7.9,7.9,7.9,7.63,-0.27
2235,Dosing Default,21:26,21:26,Trough [01-02-270],11.28,10.72,11.33,11.33,10.51,-0.82
2236,Dosing Default,21:27,21:27,Trough [01-02-271],11.28,11.28,11.78,11.78,11.68,-0.1
2237,Dosing Default,21:27,21:27,Trough [01-02-272],11.28,11.28,11.5,11.5,11.54,0.04
2238,Dosing Default,21:27,21:28,Trough [01-02-273],11.28,10.72,11.74,11.74,11.21,-0.53
2239,Dosing Default,21:28,21:28,Trough [01-02-274],11.28,10.72,11.18,11.18,10.49,-0.69
2240,Dosing Default,21:28,21:28,Trough [01-02-275],11.28,9.59,10.13,10.13,9.79,-0.34
2241,Dosing Default,21:28,21:29,Trough [01-02-276],11.28,11.28,11.96,11.96,11.69,-0.27
2242,Dosing Default,21:29,21:29,Trough [01-02-277],11.28,9.02,10.36,10.36,9.3,-1.06
2243,Dosing Default,21:29,21:29,Trough [01-02-278],11.28,10.15,10.61,10.61,10.39,-0.22
2244,Dosing Default,21:31,21:31,Trough [01-02-279],11.28,10.15,10.22,10.22,8.75,-1.47
2245,Dosing Default,21:31,21:32,Trough [01-02-280],11.28,12.41,13.03,13.03,12.69,-0.34
2246,Dosing Default,21:32,21:32,Trough [01-02-281],9.4,10.81,11.42,11.42,11.1,-0.32
2247,Dosing Default,21:32,21:32,Trough [01-02-282],11.28,10.15,10.83,10.83,10.77,-0.06
2248,Dosing Default,21:33,21:33,Trough [01-02-283],11.28,11.28,11.09,11.09,10.46,-0.63
2249,Dosing Default,21:33,21:33,Trough [01-02-284],11.28,12.41,12.94,12.94,12.87,-0.07
2250,Dosing Default,21:33,21:33,Trough [01-02-285],11.28,9.02,9.17,9.17,7.78,-1.39
2251,Dosing Default,21:33,21:34,Trough [01-02-286],9.4,10.81,11.89,11.89,10.82,-1.07
2252,Dosing Default,21:34,21:34,Trough [01-02-287],11.28,8.46,8.71,8.71,8.84,0.13
2253,Dosing Default,21:34,21:34,Trough [01-02-288],11.28,10.15,10.81,10.81,10.24,-0.57
2254,Dosing Default,21:35,21:35,Trough [01-02-289],11.28,11.84,11.92,11.92,11.12,-0.8
2255,Dosing Default,21:35,21:35,Trough [01-02-290],11.28,7.9,8.71,8.71,8.74,0.03
2256,Dosing Default,21:49,21:49,Trough [01-02-291],11.28,10.15,10.34,10.34,9.64,-0.7
2257,Dosing Default,21:50,21:50,Trough [01-02-292],11.28,9.02,9.52,9.52,9.2,-0.32
2258,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
2259,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
2260,Dosing Default,21:50,21:50,Trough [01-02-293],11.28,9.02,9.39,9.39,9.3,-0.09
2261,Dosing Default,21:50,21:51,Trough [01-02-294],11.28,10.15,10.89,10.89,10.48,-0.41
2262,Dosing Default,21:51,21:51,Trough [01-02-295],11.28,10.15,10.5,10.5,10.42,-0.08
2263,Dosing Default,21:51,21:51,Trough [01-02-296],11.28,11.84,11.99,11.99,10.91,-1.08
2264,Dosing Default,21:52,21:52,Trough [01-02-297],11.28,7.9,8.74,8.74,8.53,-0.21
2265,Dosing Default,21:52,21:52,Trough [01-02-298],11.28,10.15,10.5,10.5,9.91,-0.59
2266,Dosing Default,21:52,21:53,Trough [01-02-299],11.28,6.77,7.56,7.56,7.43,-0.13
