_id,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
970,Dosing Default,07:52,07:52,Trough [01-02-269],12.24,8.57,9.3,9.3,8.72,-0.58
971,Dosing Default,07:52,07:52,Trough [01-02-270],12.24,11.63,12.06,12.06,10.58,-1.48
972,Dosing Default,07:53,07:53,Trough [01-02-271],12.24,12.24,12.48,12.48,13.6,1.12
973,Dosing Default,07:53,07:53,Trough [01-02-272],12.24,12.24,12.84,12.84,12.19,-0.65
974,Dosing Default,07:54,07:54,Trough [01-02-273],12.24,12.24,12.6,12.6,12.47,-0.13
975,Dosing Default,07:54,07:54,Trough [01-02-274],12.24,12.24,12.91,12.91,12.53,-0.38
976,Dosing Default,07:54,07:55,Trough [01-02-275],12.24,11.02,10.81,10.81,9.67,-1.14
977,Dosing Default,07:55,07:55,Trough [01-02-276],12.24,12.24,13.06,13.06,12.46,-0.6
978,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
979,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
980,Dosing Default,07:55,07:55,Trough [01-02-277],12.24,9.79,10.16,10.16,9.44,-0.72
981,Dosing Default,07:55,07:56,Trough [01-02-278],12.24,11.63,12.34,12.34,11.47,-0.87
982,Dosing Default,07:57,07:58,Trough [01-02-279],12.24,11.02,11.15,11.15,11.3,0.15
983,Dosing Default,07:58,07:58,Trough [01-02-280],12.24,13.46,13.81,13.81,13.04,-0.77
984,Dosing Default,07:58,07:58,Trough [01-02-281],10.2,11.73,12.0,12.0,11.48,-0.52
985,Dosing Default,07:59,07:59,Trough [01-02-282],12.24,11.02,11.58,11.58,11.1,-0.48
986,Dosing Default,07:59,07:59,Trough [01-02-283],12.24,12.85,13.02,13.02,12.77,-0.25
987,Dosing Default,07:59,08:00,Trough [01-02-284],12.24,11.02,11.34,11.34,10.78,-0.56
988,Dosing Default,08:00,08:00,Trough [01-02-285],12.24,11.02,11.99,11.99,10.97,-1.02
989,Dosing Default,08:00,08:00,Trough [01-02-286],10.2,11.73,12.12,12.12,11.65,-0.47
990,Dosing Default,08:01,08:01,Trough [01-02-287],12.24,9.79,10.48,10.48,9.63,-0.85
991,Dosing Default,08:01,08:01,Trough [01-02-288],12.24,11.63,11.77,11.77,11.36,-0.41
992,Dosing Default,08:01,08:02,Trough [01-02-289],12.24,12.85,13.84,13.84,12.94,-0.9
993,Dosing Default,08:02,08:02,Trough [01-02-290],12.24,8.57,8.44,8.44,7.39,-1.05
994,Dosing Default,08:04,08:04,Trough [01-02-291],12.24,11.63,12.21,12.21,12.04,-0.17
995,Dosing Default,08:04,08:04,Trough [01-02-292],12.24,10.4,10.9,10.9,10.37,-0.53
996,Dosing Default,08:05,08:05,Trough [01-02-293],12.24,10.4,10.56,10.56,10.42,-0.14
997,Dosing Default,08:05,08:05,Trough [01-02-294],12.24,11.63,11.91,11.91,11.48,-0.43
998,Dosing Default,08:05,08:06,Trough [01-02-295],12.24,11.02,11.3,11.3,10.66,-0.64
999,Dosing Default,08:06,08:06,Trough [01-02-296],12.24,12.85,13.3,13.3,12.8,-0.5
1000,Dosing Default,08:06,08:06,Trough [01-02-297],12.24,9.18,9.46,9.46,9.05,-0.41
1001,Dosing Default,08:06,08:07,Trough [01-02-298],12.24,11.02,11.37,11.37,10.83,-0.54
1002,Dosing Default,08:07,08:07,Trough [01-02-299],12.24,7.34,7.63,7.63,7.78,0.15
1003,Dosing Default,08:07,08:07,Trough [01-02-300],12.24,14.69,15.0,15.0,13.86,-1.14
1004,Dosing Default,08:08,08:08,Trough [01-02-301],10.2,10.71,11.51,11.51,11.2,-0.31
1005,Dosing Default,08:08,08:09,Trough [01-02-302],12.24,12.24,13.0,13.0,12.33,-0.67
1006,44313                                                                                                                     Status           Finished,"","","","","","","","",""
1007,Recipe,"","","","","","","","",""
1008,Density Dry matter,"","","","","","","","",""
1009,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
1010,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
1011,Loading WeightBased,08:15,08:16,Strobunker 1,53.8,43.89,45.14,42.18,42.31,0.13
1012,Mixing Continuous,08:15,08:16,"",0.0,0.0,0.0,0.0,0.0,0.0
1013,Loading WeightBased,08:17,08:19,Broksilo 3,543.92,443.77,456.43,426.54,447.81,21.27
1014,Mixing Continuous,08:17,08:19,"",0.0,0.0,0.0,0.0,0.0,0.0
1015,Mixing OnTime,08:19,08:23,"",0.0,0.0,0.0,0.0,0.0,0.0
1016,Dosing Default,08:25,08:26,Trough [03-01-001],4.08,2.04,1.9,1.9,1.84,-0.06
1017,Dosing Default,08:26,08:26,Trough [03-01-002],12.24,8.57,8.41,8.41,7.95,-0.46
1018,Dosing Default,08:26,08:26,Trough [03-01-003],12.24,7.96,7.91,7.91,7.64,-0.27
1019,Dosing Default,08:27,08:27,Trough [03-01-004],12.24,4.9,4.36,4.36,3.01,-1.35
1020,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
1021,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
1022,Dosing Default,08:27,08:27,Trough [03-01-005],12.24,7.96,8.03,8.03,8.16,0.13
1023,Dosing Default,08:27,08:28,Trough [03-01-006],12.24,7.34,7.63,7.63,8.14,0.51
1024,Dosing Default,08:28,08:28,Trough [03-01-007],12.24,9.18,8.86,8.86,8.64,-0.22
1025,Dosing Default,08:28,08:28,Trough [03-01-008],12.24,10.4,10.85,10.85,9.74,-1.11
1026,Dosing Default,08:28,08:29,Trough [03-01-009],12.24,10.4,11.5,11.5,11.11,-0.39
1027,Dosing Default,08:29,08:29,Trough [03-01-010],12.24,10.4,10.68,10.68,9.83,-0.85
1028,Dosing Default,08:29,08:30,Trough [03-01-011],12.24,11.63,12.25,12.25,12.19,-0.06
1029,Dosing Default,08:30,08:30,Trough [03-01-012],12.24,11.02,11.84,11.84,11.32,-0.52
1030,Dosing Default,08:30,08:30,Trough [03-01-013],12.24,8.57,9.19,9.19,8.37,-0.82
1031,Dosing Default,08:32,08:32,Trough [03-02-014],12.24,11.02,11.23,11.23,11.27,0.04
1032,Dosing Default,08:33,08:33,Trough [03-02-015],12.24,10.4,10.04,10.04,9.9,-0.14
1033,Dosing Default,08:33,08:33,Trough [03-02-016],12.24,11.02,10.92,10.92,10.68,-0.24
1034,Dosing Default,08:33,08:34,Trough [03-02-017],12.24,9.79,9.68,9.68,9.67,-0.01
1035,Dosing Default,08:34,08:34,Trough [03-02-018],12.24,11.63,12.08,12.08,11.45,-0.63
1036,Dosing Default,08:34,08:34,Trough [03-02-019],12.24,10.4,10.76,10.76,10.74,-0.02
1037,Dosing Default,08:34,08:35,Trough [03-02-020],10.2,8.16,8.42,8.42,7.79,-0.63
1038,Dosing Default,08:35,08:35,Trough [03-02-021],12.24,10.4,10.66,10.66,10.44,-0.22
1039,Dosing Default,08:35,08:35,Trough [03-02-022],10.2,7.65,7.3,7.3,6.58,-0.72
1040,Dosing Default,08:35,08:36,Trough [03-02-023],12.24,8.57,9.17,9.17,9.14,-0.03
1041,Dosing Default,08:36,08:36,Trough [03-02-024],12.24,11.02,12.1,12.1,11.75,-0.35
1042,Dosing Default,08:36,08:37,Trough [03-02-025],12.24,9.18,9.72,9.72,8.84,-0.88
1043,Dosing Default,08:38,08:39,Trough [03-03-026],10.2,7.14,7.22,7.22,6.1,-1.12
1044,Dosing Default,08:39,08:39,Trough [03-03-027],12.24,9.79,9.76,9.76,9.8,0.04
1045,Dosing Default,08:39,08:39,Trough [03-03-028],12.24,12.24,12.53,12.53,12.03,-0.5
1046,Dosing Default,08:39,08:40,Trough [03-03-029],12.24,10.4,10.59,10.59,10.31,-0.28
1047,Dosing Default,08:40,08:40,Trough [03-03-030],12.24,9.79,10.32,10.32,9.92,-0.4
1048,Dosing Default,08:40,08:40,Trough [03-03-031],12.24,11.63,12.12,12.12,12.28,0.16
1049,Dosing Default,08:40,08:41,Trough [03-03-032],12.24,11.63,12.24,12.24,11.82,-0.42
1050,Dosing Default,08:41,08:41,Trough [03-03-033],12.24,11.02,11.52,11.52,10.52,-1.0
1051,Dosing Default,08:41,08:41,Trough [03-03-034],12.24,8.57,8.54,8.54,8.13,-0.41
1052,Dosing Default,08:41,08:42,Trough [03-03-035],12.24,9.79,10.36,10.36,9.61,-0.75
1053,Dosing Default,08:42,08:42,Trough [03-03-036],12.24,11.02,11.56,11.56,10.9,-0.66
1054,Dosing Default,08:42,08:42,Trough [03-03-037],12.24,9.79,10.46,10.46,9.84,-0.62
1055,Dosing Default,08:44,08:44,Trough [03-04-038],12.24,9.18,9.61,9.61,9.62,0.01
1056,Dosing Default,08:45,08:45,Trough [03-04-039],12.24,9.79,10.07,10.07,9.85,-0.22
1057,Dosing Default,08:45,08:45,Trough [03-04-040],12.24,10.4,9.66,9.66,9.59,-0.07
1058,Dosing Default,08:45,08:46,Trough [03-04-041],12.24,7.96,8.41,8.41,8.36,-0.05
1059,Dosing Default,08:46,08:46,Trough [03-04-042],12.24,9.79,9.83,9.83,9.64,-0.19
1060,Dosing Default,08:46,08:46,Trough [03-04-043],12.24,12.24,12.52,12.52,11.88,-0.64
1061,Dosing Default,08:46,08:47,Trough [03-04-044],12.24,11.02,11.58,11.58,11.41,-0.17
1062,Dosing Default,08:47,08:47,Trough [03-04-045],12.24,10.4,10.77,10.77,9.73,-1.04
1063,Dosing Default,08:47,08:47,Trough [03-04-046],12.24,12.24,12.68,12.68,12.02,-0.66
1064,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
1065,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
1066,Dosing Default,08:47,08:48,Trough [03-04-047],12.24,11.02,10.84,10.84,10.07,-0.77
1067,Dosing Default,08:48,08:48,Trough [03-04-048],12.24,9.79,10.63,10.63,9.98,-0.65
1068,Dosing Default,08:48,08:48,Trough [03-04-049],12.24,10.4,11.14,11.14,10.84,-0.3
1069,Dosing Default,08:50,08:50,Trough [03-05-050],12.24,11.02,11.11,11.11,10.35,-0.76
1070,44314                                                                                                                     Status           Finished,"","","","","","","","",""
1071,Recipe,"","","","","","","","",""
1072,Density Dry matter,"","","","","","","","",""
1073,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
1074,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
1075,Loading WeightBased,08:57,08:58,Strobunker 1,51.59,44.26,45.73,41.88,42.1,0.22
1076,Mixing Continuous,08:57,08:58,"",0.0,0.0,0.0,0.0,0.0,0.0
1077,Loading WeightBased,09:00,09:01,Broksilo 3,521.65,447.52,462.4,423.46,421.09,-2.37
1078,Mixing Continuous,09:00,09:01,"",0.0,0.0,0.0,0.0,0.0,0.0
1079,Mixing OnTime,09:01,09:05,"",0.0,0.0,0.0,0.0,0.0,0.0
1080,Dosing Default,09:07,09:07,Trough [03-05-051],12.24,9.79,9.73,9.73,9.62,-0.11
1081,Dosing Default,09:07,09:07,Trough [03-05-052],12.24,9.79,10.04,10.04,9.6,-0.44
1082,Dosing Default,09:07,09:08,Trough [03-05-053],12.24,9.43,7.48,7.48,8.23,0.75
1083,Dosing Default,09:08,09:08,Trough [03-05-054],12.24,9.18,9.38,9.38,8.97,-0.41
1084,Dosing Default,09:08,09:08,Trough [03-05-055],12.24,8.57,8.7,8.7,8.66,-0.04
1085,Dosing Default,09:09,09:09,Trough [03-05-056],12.24,10.4,11.28,11.28,11.12,-0.16
1086,Dosing Default,09:09,09:09,Trough [03-05-057],12.24,11.02,11.03,11.03,10.43,-0.6
1087,Dosing Default,09:09,09:09,Trough [03-05-058],12.24,10.4,11.38,11.38,10.34,-1.04
1088,Dosing Default,09:10,09:10,Trough [03-05-059],12.24,9.18,9.34,9.34,8.57,-0.77
1089,Dosing Default,09:10,09:10,Trough [03-05-060],12.24,8.57,8.25,8.25,6.44,-1.81
1090,Dosing Default,09:10,09:11,Trough [03-05-061],12.24,9.79,10.58,10.58,10.32,-0.26
1091,Dosing Default,09:12,09:12,Trough [03-06-062],12.24,8.57,8.81,8.81,5.75,-3.06
1092,Dosing Default,09:13,09:13,Trough [03-06-063],12.24,13.46,13.71,13.71,10.65,-3.06
1093,Dosing Default,09:13,09:13,Trough [03-06-064],12.24,10.4,10.4,10.4,10.13,-0.27
1094,Dosing Default,09:13,09:14,Trough [03-06-065],12.24,10.4,10.78,10.78,10.62,-0.16
1095,Dosing Default,09:14,09:14,Trough [03-06-066],12.24,9.18,9.25,9.25,9.14,-0.11
1096,Dosing Default,09:14,09:14,Trough [03-06-067],12.24,10.4,10.33,10.33,9.74,-0.59
1097,Dosing Default,09:14,09:15,Trough [03-06-068],12.24,9.18,10.23,10.23,9.41,-0.82
1098,Dosing Default,09:15,09:15,Trough [03-06-069],12.24,9.79,9.9,9.9,9.39,-0.51
1099,Dosing Default,09:15,09:15,Trough [03-06-070],12.24,11.02,12.01,12.01,11.58,-0.43
1100,Dosing Default,09:15,09:16,Trough [03-06-071],12.24,11.02,11.62,11.62,11.05,-0.57
1101,Dosing Default,09:16,09:16,Trough [03-06-072],12.24,11.63,11.8,11.8,11.37,-0.43
1102,Dosing Default,09:16,09:16,Trough [03-06-073],12.24,10.4,11.17,11.17,10.84,-0.33
1103,Dosing Default,09:18,09:18,Trough [03-07-074],12.24,11.02,11.21,11.21,10.53,-0.68
1104,Dosing Default,09:18,09:19,Trough [03-07-075],12.24,12.24,12.67,12.67,12.28,-0.39
1105,Dosing Default,09:19,09:19,Trough [03-07-076],10.2,8.67,9.05,9.05,8.92,-0.13
1106,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
1107,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
1108,Dosing Default,09:19,09:19,Trough [03-07-077],12.24,9.18,9.43,9.43,8.79,-0.64
1109,Dosing Default,09:20,09:20,Trough [03-07-078],12.24,11.63,11.98,11.98,11.43,-0.55
1110,Dosing Default,09:20,09:20,Trough [03-07-079],12.24,11.02,11.51,11.51,11.12,-0.39
1111,Dosing Default,09:20,09:21,Trough [03-07-080],12.24,11.63,11.89,11.89,11.73,-0.16
1112,Dosing Default,09:21,09:21,Trough [03-07-081],12.24,12.24,13.0,13.0,12.7,-0.3
1113,Dosing Default,09:21,09:21,Trough [03-07-082],12.24,9.79,9.94,9.94,11.46,1.52
1114,Dosing Default,09:21,09:22,Trough [03-07-083],12.24,9.79,10.6,10.6,10.24,-0.36
1115,Dosing Default,09:22,09:22,Trough [03-07-084],12.24,9.79,10.01,10.01,9.02,-0.99
1116,Dosing Default,09:22,09:22,Trough [03-07-085],12.24,11.63,12.55,12.55,11.32,-1.23
1117,Dosing Default,09:24,09:25,Trough [03-08-086],12.24,10.4,10.34,10.34,10.99,0.65
1118,Dosing Default,09:25,09:25,Trough [03-08-087],12.24,9.18,9.06,9.06,8.62,-0.44
1119,Dosing Default,09:25,09:25,Trough [03-08-088],12.24,12.85,13.27,13.27,12.71,-0.56
1120,Dosing Default,09:25,09:26,Trough [03-08-089],12.24,11.63,12.34,12.34,11.78,-0.56
1121,Dosing Default,09:26,09:26,Trough [03-08-090],12.24,12.85,13.71,13.71,13.43,-0.28
1122,Dosing Default,09:26,09:26,Trough [03-08-091],12.24,10.4,10.22,10.22,9.96,-0.26
1123,Dosing Default,09:26,09:27,Trough [03-08-092],12.24,10.4,11.26,11.26,11.14,-0.12
1124,Dosing Default,09:27,09:27,Trough [03-08-093],12.24,12.24,12.89,12.89,11.8,-1.09
1125,Dosing Default,09:27,09:27,Trough [03-08-094],12.24,11.02,11.52,11.52,10.78,-0.74
1126,Dosing Default,09:28,09:28,Trough [03-08-095],12.24,11.02,11.39,11.39,10.68,-0.71
1127,Dosing Default,09:28,09:28,Trough [03-08-096],12.24,12.24,13.05,13.05,12.32,-0.73
1128,Dosing Default,09:28,09:29,Trough [03-08-097],12.24,7.34,8.04,8.04,8.91,0.87
1129,44315                                                                                                                     Status           Finished,"","","","","","","","",""
1130,Recipe,"","","","","","","","",""
1131,Density Dry matter,"","","","","","","","",""
1132,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
1133,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
1134,Loading WeightBased,17:40,17:41,Strobunker 1,50.1,40.88,42.74,40.69,40.63,-0.06
1135,Mixing Continuous,17:40,17:41,"",0.0,0.0,0.0,0.0,0.0,0.0
1136,Loading WeightBased,17:42,17:43,Broksilo 3,506.6,413.32,432.2,411.45,411.67,0.22
1137,Mixing Continuous,17:42,17:43,"",0.0,0.0,0.0,0.0,0.0,0.0
1138,Mixing OnTime,17:43,17:47,"",0.0,0.0,0.0,0.0,0.0,0.0
1139,Dosing Default,17:50,17:50,Trough [03-01-001],3.8,1.9,1.96,1.96,2.09,0.13
1140,Dosing Default,17:50,17:51,Trough [03-01-002],11.4,7.98,8.44,8.44,7.88,-0.56
1141,Dosing Default,17:51,17:51,Trough [03-01-003],11.4,7.41,7.68,7.68,6.99,-0.69
1142,Dosing Default,17:51,17:51,Trough [03-01-004],11.4,4.56,5.91,5.91,5.57,-0.34
1143,Dosing Default,17:51,17:51,Trough [03-01-005],11.4,7.41,7.28,7.28,7.26,-0.02
1144,Dosing Default,17:52,17:52,Trough [03-01-006],11.4,6.84,6.33,6.33,6.43,0.1
1145,Dosing Default,17:52,17:52,Trough [03-01-007],11.4,8.55,8.77,8.77,8.77,0.0
1146,Dosing Default,17:52,17:53,Trough [03-01-008],11.4,9.69,10.8,10.8,10.48,-0.32
1147,Dosing Default,17:53,17:53,Trough [03-01-009],11.4,9.69,10.07,10.07,9.32,-0.75
1148,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
1149,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
1150,Dosing Default,17:53,17:54,Trough [03-01-010],11.4,9.69,10.54,10.54,9.96,-0.58
1151,Dosing Default,17:54,17:54,Trough [03-01-011],11.4,10.83,10.89,10.89,10.71,-0.18
1152,Dosing Default,17:54,17:54,Trough [03-01-012],11.4,10.26,10.78,10.78,9.93,-0.85
1153,Dosing Default,17:54,17:55,Trough [03-01-013],11.4,7.98,8.81,8.81,8.19,-0.62
1154,Dosing Default,17:57,17:57,Trough [03-02-014],11.4,10.26,10.22,10.22,9.25,-0.97
1155,Dosing Default,17:57,17:57,Trough [03-02-015],11.4,9.69,9.83,9.83,9.57,-0.26
1156,Dosing Default,17:57,17:58,Trough [03-02-016],11.4,10.26,10.5,10.5,10.9,0.4
1157,Dosing Default,17:58,17:58,Trough [03-02-017],11.4,9.12,9.12,9.12,8.51,-0.61
1158,Dosing Default,17:58,17:58,Trough [03-02-018],11.4,10.83,11.45,11.45,11.24,-0.21
1159,Dosing Default,17:58,17:59,Trough [03-02-019],11.4,9.69,9.71,9.71,9.51,-0.2
1160,Dosing Default,17:59,17:59,Trough [03-02-020],9.5,7.6,8.23,8.23,7.89,-0.34
1161,Dosing Default,17:59,17:59,Trough [03-02-021],11.4,9.69,9.92,9.92,9.71,-0.21
1162,Dosing Default,17:59,18:00,Trough [03-02-022],9.5,7.12,7.85,7.85,7.57,-0.28
1163,Dosing Default,18:00,18:00,Trough [03-02-023],11.4,7.98,8.01,8.01,7.87,-0.14
1164,Dosing Default,18:00,18:00,Trough [03-02-024],11.4,10.26,10.6,10.6,10.75,0.15
1165,Dosing Default,18:00,18:01,Trough [03-02-025],11.4,8.55,9.43,9.43,9.63,0.2
1166,Dosing Default,18:03,18:03,Trough [03-03-026],9.5,6.65,7.77,7.77,8.98,1.21
1167,Dosing Default,18:03,18:03,Trough [03-03-027],11.4,9.12,9.07,9.07,9.31,0.24
1168,Dosing Default,18:04,18:04,Trough [03-03-028],11.4,11.4,11.9,11.9,11.57,-0.33
1169,Dosing Default,18:04,18:04,Trough [03-03-029],11.4,9.69,9.97,9.97,9.99,0.02
1170,Dosing Default,18:04,18:05,Trough [03-03-030],11.4,9.12,9.52,9.52,9.12,-0.4
1171,Dosing Default,18:05,18:05,Trough [03-03-031],11.4,10.83,10.67,10.67,10.68,0.01
1172,Dosing Default,18:05,18:05,Trough [03-03-032],11.4,10.83,11.25,11.25,10.62,-0.63
1173,Dosing Default,18:05,18:05,Trough [03-03-033],11.4,10.26,11.26,11.26,10.8,-0.46
1174,Dosing Default,18:06,18:06,Trough [03-03-034],11.4,7.98,8.39,8.39,7.45,-0.94
1175,Dosing Default,18:06,18:06,Trough [03-03-035],11.4,9.12,9.87,9.87,9.41,-0.46
1176,Dosing Default,18:07,18:07,Trough [03-03-036],11.4,10.26,10.92,10.92,10.65,-0.27
1177,Dosing Default,18:07,18:07,Trough [03-03-037],11.4,9.12,9.74,9.74,9.33,-0.41
1178,Dosing Default,18:09,18:09,Trough [03-04-038],11.4,8.55,8.54,8.54,7.39,-1.15
1179,Dosing Default,18:09,18:09,Trough [03-04-039],11.4,9.12,9.34,9.34,9.3,-0.04
1180,Dosing Default,18:10,18:10,Trough [03-04-040],11.4,9.69,9.77,9.77,10.04,0.27
1181,Dosing Default,18:10,18:10,Trough [03-04-041],11.4,7.41,7.46,7.46,6.78,-0.68
1182,Dosing Default,18:10,18:11,Trough [03-04-042],11.4,9.12,9.31,9.31,9.33,0.02
1183,Dosing Default,18:11,18:11,Trough [03-04-043],11.4,11.4,12.04,12.04,12.11,0.07
1184,Dosing Default,18:11,18:11,Trough [03-04-044],11.4,10.26,10.43,10.43,10.04,-0.39
1185,Dosing Default,18:11,18:11,Trough [03-04-045],11.4,9.69,10.73,10.73,10.22,-0.51
1186,Dosing Default,18:12,18:12,Trough [03-04-046],11.4,11.4,12.05,12.05,11.77,-0.28
1187,Dosing Default,18:12,18:12,Trough [03-04-047],11.4,10.26,11.02,11.02,10.5,-0.52
1188,Dosing Default,18:13,18:13,Trough [03-04-048],11.4,9.12,9.76,9.76,9.72,-0.04
1189,Dosing Default,18:13,18:13,Trough [03-04-049],11.4,9.69,9.99,9.99,10.58,0.59
1190,Dosing Default,18:15,18:15,Trough [03-05-050],11.4,10.26,11.02,11.02,10.78,-0.24
1191,44316                                                                                                                     Status           Finished,"","","","","","","","",""
1192,Recipe,"","","","","","","","",""
1193,Density Dry matter,"","","","","","","","",""
1194,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
1195,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
1196,Loading WeightBased,18:21,18:23,Strobunker 1,48.05,41.22,43.34,42.12,42.0,-0.12
1197,Mixing Continuous,18:21,18:23,"",0.0,0.0,0.0,0.0,0.0,0.0
1198,Loading WeightBased,18:24,18:25,Broksilo 3,485.85,416.81,438.17,425.92,425.11,-0.81
1199,Mixing Continuous,18:24,18:25,"",0.0,0.0,0.0,0.0,0.0,0.0
1200,Mixing OnTime,18:25,18:29,"",0.0,0.0,0.0,0.0,0.0,0.0
1201,Dosing Default,18:31,18:31,Trough [03-05-051],11.4,9.12,9.23,9.23,8.91,-0.32
1202,Dosing Default,18:31,18:31,Trough [03-05-052],11.4,9.12,9.57,9.57,9.07,-0.5
1203,Dosing Default,18:31,18:32,Trough [03-05-053],11.4,8.78,8.02,8.02,8.06,0.04
1204,Dosing Default,18:32,18:32,Trough [03-05-054],11.4,8.55,8.96,8.96,8.63,-0.33
1205,Dosing Default,18:32,18:32,Trough [03-05-055],11.4,7.98,8.02,8.02,8.29,0.27
1206,Dosing Default,18:32,18:33,Trough [03-05-056],11.4,9.69,9.84,9.84,9.98,0.14
1207,Dosing Default,18:33,18:33,Trough [03-05-057],11.4,10.26,10.86,10.86,9.97,-0.89
1208,Dosing Default,18:33,18:34,Trough [03-05-058],11.4,9.69,10.73,10.73,10.04,-0.69
1209,Dosing Default,18:34,18:34,Trough [03-05-059],11.4,8.55,9.32,9.32,8.62,-0.7
1210,Dosing Default,18:34,18:34,Trough [03-05-060],11.4,7.98,9.79,9.79,8.71,-1.08
1211,Dosing Default,18:34,18:35,Trough [03-05-061],11.4,9.12,9.38,9.38,8.73,-0.65
1212,Dosing Default,18:36,18:37,Trough [03-06-062],11.4,7.98,11.04,11.04,11.15,0.11
1213,Dosing Default,18:37,18:37,Trough [03-06-063],11.4,12.54,15.6,15.6,16.66,1.06
1214,Dosing Default,18:37,18:37,Trough [03-06-064],11.4,9.69,9.96,9.96,10.12,0.16
1215,Dosing Default,18:37,18:38,Trough [03-06-065],11.4,9.69,9.84,9.84,9.58,-0.26
1216,Dosing Default,18:38,18:38,Trough [03-06-066],11.4,8.55,8.66,8.66,8.34,-0.32
1217,Dosing Default,18:38,18:39,Trough [03-06-067],11.4,9.69,10.28,10.28,10.58,0.3
1218,Dosing Default,18:39,18:39,Trough [03-06-068],11.4,8.55,9.37,9.37,9.02,-0.35
1219,Dosing Default,18:39,18:39,Trough [03-06-069],11.4,9.12,9.62,9.62,9.73,0.11
1220,Dosing Default,18:39,18:40,Trough [03-06-070],11.4,10.26,10.69,10.69,9.41,-1.28
1221,Dosing Default,18:40,18:40,Trough [03-06-071],11.4,10.26,10.83,10.83,9.9,-0.93
1222,Dosing Default,18:40,18:40,Trough [03-06-072],11.4,10.83,11.26,11.26,11.01,-0.25
1223,Dosing Default,18:40,18:41,Trough [03-06-073],11.4,9.69,10.01,10.01,8.93,-1.08
1224,Dosing Default,18:42,18:43,Trough [03-07-074],11.4,10.26,10.94,10.94,10.41,-0.53
1225,Dosing Default,18:43,18:43,Trough [03-07-075],11.4,11.4,11.79,11.79,11.92,0.13
1226,Dosing Default,18:43,18:44,Trough [03-07-076],9.5,8.07,8.21,8.21,7.94,-0.27
1227,Dosing Default,18:44,18:44,Trough [03-07-077],11.4,8.55,9.19,9.19,8.78,-0.41
1228,Dosing Default,18:44,18:44,Trough [03-07-078],11.4,10.83,11.39,11.39,11.89,0.5
1229,Dosing Default,18:44,18:45,Trough [03-07-079],11.4,10.26,10.66,10.66,10.69,0.03
1230,Dosing Default,18:45,18:45,Trough [03-07-080],11.4,10.83,10.99,10.99,10.84,-0.15
1231,Dosing Default,18:45,18:45,Trough [03-07-081],11.4,11.4,11.7,11.7,11.13,-0.57
1232,Dosing Default,18:45,18:46,Trough [03-07-082],11.4,9.12,7.6,7.6,7.44,-0.16
1233,Dosing Default,18:46,18:46,Trough [03-07-083],11.4,9.12,9.48,9.48,9.06,-0.42
1234,Command,Start,End,Location,Recipe,Mutated,Averaged,Desired,Executed,Accuracy
1235,"","","","",[kg],[kg],[kg],[kg],[kg],[kg]
1236,Dosing Default,18:46,18:47,Trough [03-07-084],11.4,9.12,10.1,10.1,9.45,-0.65
1237,Dosing Default,18:47,18:47,Trough [03-07-085],11.4,10.83,12.05,12.05,11.56,-0.49
1238,Dosing Default,18:49,18:49,Trough [03-08-086],11.4,9.69,9.03,9.03,8.73,-0.3
1239,Dosing Default,18:49,18:49,Trough [03-08-087],11.4,8.55,8.99,8.99,8.62,-0.37
1240,Dosing Default,18:50,18:50,Trough [03-08-088],11.4,11.97,12.54,12.54,12.09,-0.45
1241,Dosing Default,18:50,18:50,Trough [03-08-089],11.4,10.83,11.39,11.39,11.43,0.04
1242,Dosing Default,18:51,18:51,Trough [03-08-090],11.4,11.97,12.25,12.25,11.98,-0.27
1243,Dosing Default,18:51,18:51,Trough [03-08-091],11.4,9.69,9.95,9.95,9.61,-0.34
1244,Dosing Default,18:51,18:52,Trough [03-08-092],11.4,9.69,9.82,9.82,9.1,-0.72
1245,Dosing Default,18:52,18:52,Trough [03-08-093],11.4,11.4,12.49,12.49,12.53,0.04
1246,Dosing Default,18:52,18:52,Trough [03-08-094],11.4,10.26,11.0,11.0,10.0,-1.0
1247,Dosing Default,18:52,18:53,Trough [03-08-095],11.4,10.26,10.97,10.97,10.2,-0.77
